timestamp,datetime,timestamp_desc,message,report,attribution,source,md5,ip,domain
1562690101000,2019-07-09T18:35:01+00:00,VT_Domain_to_ip,Domain breaking-news.co was resolving to 3.82.255.185,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-how-to-catch-nso-groups-pegasus/,NSO,https://www.virustotal.com/gui/domain/breaking-news.co/details,,3.82.255.185,breaking-news.co
1562690101000,2019-07-09T18:35:01+00:00,VT_Domain_to_ip,Domain breaking-news.co was resolving to 34.201.78.188,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-how-to-catch-nso-groups-pegasus/,NSO,https://www.virustotal.com/gui/domain/breaking-news.co/details,,34.201.78.188,breaking-news.co
1624933493000,2021-06-29T04:24:53+00:00,VT_Domain_to_ip,Domain breaking-news.co was resolving to 35.175.60.16,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-how-to-catch-nso-groups-pegasus/,NSO,https://www.virustotal.com/gui/domain/breaking-news.co/details,,35.175.60.16,breaking-news.co
1624933417000,2021-06-29T04:23:37+00:00,VT_Domain_to_ip,Domain breaking-news.co was resolving to 50.16.49.81,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-how-to-catch-nso-groups-pegasus/,NSO,https://www.virustotal.com/gui/domain/breaking-news.co/details,,50.16.49.81,breaking-news.co
1562690101000,2019-07-09T18:35:01+00:00,VT_Domain_to_ip,Domain breaking-news.co was resolving to 52.70.228.152,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-how-to-catch-nso-groups-pegasus/,NSO,https://www.virustotal.com/gui/domain/breaking-news.co/details,,52.70.228.152,breaking-news.co
1624933492000,2021-06-29T04:24:52+00:00,VT_Domain_to_ip,Domain breaking-news.co was resolving to 52.86.133.10,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-how-to-catch-nso-groups-pegasus/,NSO,https://www.virustotal.com/gui/domain/breaking-news.co/details,,52.86.133.10,breaking-news.co
1562690101000,2019-07-09T18:35:01+00:00,VT_Domain_to_ip,Domain breaking-news.co was resolving to 54.84.152.54,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-how-to-catch-nso-groups-pegasus/,NSO,https://www.virustotal.com/gui/domain/breaking-news.co/details,,54.84.152.54,breaking-news.co
1550145380000,2019-02-14T12:56:20+00:00,VT_Domain_to_ip,Domain breaking-news.co was resolving to 88.150.189.108,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-how-to-catch-nso-groups-pegasus/,NSO,https://www.virustotal.com/gui/domain/breaking-news.co/details,,88.150.189.108,breaking-news.co
1575014225000,2019-11-29T08:57:05+00:00,VT_Domain_to_ip,Domain breakthenews.net was resolving to 81.95.5.165,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-how-to-catch-nso-groups-pegasus/,NSO,https://www.virustotal.com/gui/domain/breakthenews.net/details,,81.95.5.165,breakthenews.net
1539346227000,2018-10-12T14:10:27+00:00,VT_Domain_to_ip,Domain br-hashtags.com was resolving to 191.101.31.21,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-how-to-catch-nso-groups-pegasus/,NSO,https://www.virustotal.com/gui/domain/br-hashtags.com/details,,191.101.31.21,br-hashtags.com
1542370383000,2018-11-16T13:13:03+00:00,VT_Domain_to_ip,Domain br-hashtags.com was resolving to 72.52.178.23,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-how-to-catch-nso-groups-pegasus/,NSO,https://www.virustotal.com/gui/domain/br-hashtags.com/details,,72.52.178.23,br-hashtags.com
1542370490000,2018-11-16T13:14:50+00:00,VT_Domain_to_ip,Domain brighttooth.net was resolving to 185.189.112.200,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-how-to-catch-nso-groups-pegasus/,NSO,https://www.virustotal.com/gui/domain/brighttooth.net/details,,185.189.112.200,brighttooth.net
1610451103000,2021-01-12T12:31:43+00:00,VT_Domain_to_ip,Domain brighttooth.net was resolving to 72.52.178.23,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-how-to-catch-nso-groups-pegasus/,NSO,https://www.virustotal.com/gui/domain/brighttooth.net/details,,72.52.178.23,brighttooth.net
1554650315000,2019-04-07T17:18:35+00:00,VT_Domain_to_ip,Domain brownandblueeyes.com was resolving to 185.29.11.165,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-how-to-catch-nso-groups-pegasus/,NSO,https://www.virustotal.com/gui/domain/brownandblueeyes.com/details,,185.29.11.165,brownandblueeyes.com
1560145722000,2019-06-10T07:48:42+00:00,VT_Domain_to_ip,Domain brownandblueeyes.com was resolving to 199.59.242.151,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-how-to-catch-nso-groups-pegasus/,NSO,https://www.virustotal.com/gui/domain/brownandblueeyes.com/details,,199.59.242.151,brownandblueeyes.com
1618799294000,2021-04-19T04:28:14+00:00,VT_Domain_to_ip,Domain browser-update.online was resolving to 104.21.91.200,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-how-to-catch-nso-groups-pegasus/,NSO,https://www.virustotal.com/gui/domain/browser-update.online/details,,104.21.91.200,browser-update.online
1461621600000,2016-04-26T00:00:00+00:00,VT_Domain_to_ip,Domain browser-update.online was resolving to 162.255.119.250,https://www.amnesty.org/en/latest/research/2021/07/forensic-methodology-report-how-to-catch-nso-groups-pegasus/,NSO,https://www.virustotal.com/gui/domain/browser-update.online/details,,162.255.119.250,browser-update.online
